,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
536,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,74.0,1,3.7,77.7,1/5/2019,11:32,Credit card,74.0,4.8,3.7,5.0
537,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.9,1,4.9,102.8,3/7/2019,11:44,Ewallet,97.9,4.8,4.9,6.9
538,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.1,4,14.6,306.8,2/25/2019,17:16,Credit card,292.2,4.8,14.6,4.9
539,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.5,6,26.2,551.1,2/1/2019,18:43,Ewallet,524.9,4.8,26.2,5.1
540,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.7,3,4.6,96.6,1/22/2019,11:00,Ewallet,92.0,4.8,4.6,9.1
541,343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.9,1,3.8,79.7,1/3/2019,10:30,Credit card,75.9,4.8,3.8,7.1
542,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.2,4,4.0,84.8,2/13/2019,12:14,Credit card,80.7,4.8,4.0,5.0
543,243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.8,6,5.6,118.3,1/28/2019,16:43,Credit card,112.6,4.8,5.6,5.5
544,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.6,74.8,1/5/2019,20:40,Credit card,71.2,4.8,3.6,9.2
545,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.8,4,7.8,163.0,3/19/2019,13:40,Ewallet,155.2,4.8,7.8,4.9
546,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.4,10,14.7,308.9,1/12/2019,16:23,Ewallet,294.2,4.8,14.7,8.9
547,541-48-8554,A,Yangon,Normal,Male,Sports and travel,61.0,9,27.4,576.0,1/7/2019,12:08,Credit card,548.6,4.8,27.4,6.0
548,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.5,5,12.9,270.6,1/26/2019,17:45,Cash,257.7,4.8,12.9,4.2
549,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.1,6,19.8,416.2,1/23/2019,10:28,Cash,396.4,4.8,19.8,7.3
550,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.3,3,8.6,180.4,2/9/2019,20:31,Ewallet,171.8,4.8,8.6,6.5
551,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.3,9,24.4,513.2,2/22/2019,10:49,Cash,488.8,4.8,24.4,8.9
552,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.2,9,26.2,550.4,2/5/2019,12:34,Cash,524.2,4.8,26.2,9.7
553,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.2,6,6.7,139.9,3/7/2019,10:23,Credit card,133.3,4.8,6.7,8.6
554,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.3,7,6.8,142.0,3/25/2019,18:51,Cash,135.2,4.8,6.8,6.9
555,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.5,3,5.6,118.1,1/20/2019,13:45,Credit card,112.4,4.8,5.6,7.7
556,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.0,2,7.2,151.3,2/4/2019,19:38,Cash,144.1,4.8,7.2,9.5
557,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.5,10,49.3,1034.5,1/30/2019,20:23,Ewallet,985.2,4.8,49.3,4.5
558,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.7,6,12.5,262.5,1/2/2019,15:24,Ewallet,250.0,4.8,12.5,5.6
559,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.4,3,10.9,228.1,3/29/2019,16:54,Ewallet,217.3,4.8,10.9,8.2
560,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.6,9,9.7,203.9,3/14/2019,12:32,Cash,194.2,4.8,9.7,7.3
561,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,892.0,4.8,44.6,4.4
562,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.4,8,17.0,356.3,1/30/2019,13:58,Ewallet,339.4,4.8,17.0,5.7
563,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.5,6,22.4,469.4,3/20/2019,15:08,Ewallet,447.1,4.8,22.4,5.0
564,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.3,2,9.9,208.4,3/20/2019,13:02,Cash,198.5,4.8,9.9,9.0
565,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.2,10,40.6,852.7,1/17/2019,13:01,Credit card,812.1,4.8,40.6,6.3
566,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.3,10,24.7,518.0,2/3/2019,16:40,Credit card,493.3,4.8,24.7,9.4
567,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.7,9,29.6,621.2,1/1/2019,13:55,Cash,591.7,4.8,29.6,7.7
568,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.9,7,28.0,587.0,1/10/2019,10:33,Credit card,559.0,4.8,28.0,5.5
569,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,74.0,7,25.9,543.8,3/2/2019,16:42,Ewallet,517.9,4.8,25.9,4.1
570,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.0,5,20.5,430.7,2/25/2019,17:16,Credit card,410.2,4.8,20.5,7.6
571,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.7,10,13.3,280.0,1/29/2019,11:48,Cash,266.7,4.8,13.3,8.6
572,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.1,7,3.5,74.5,3/10/2019,19:35,Ewallet,70.9,4.8,3.5,8.3
573,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.4,2,7.2,152.0,1/13/2019,19:55,Credit card,144.8,4.8,7.2,8.1
574,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.9,5,21.5,451.0,3/22/2019,14:33,Credit card,429.6,4.8,21.5,8.6
575,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.3,7,28.5,597.6,3/1/2019,19:49,Ewallet,569.2,4.8,28.5,6.3
576,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.1,253.3,2/20/2019,18:43,Cash,241.2,4.8,12.1,5.8
577,592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.8,4,6.4,133.4,1/14/2019,14:43,Ewallet,127.1,4.8,6.4,6.2
578,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.3,4,12.9,269.9,3/26/2019,13:54,Cash,257.1,4.8,12.9,7.7
579,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.5,2,7.0,146.0,3/1/2019,12:15,Ewallet,139.0,4.8,7.0,8.1
580,390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.2,3,4.1,85.7,1/7/2019,12:37,Cash,81.7,4.8,4.1,7.3
581,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.7,4,15.5,326.3,2/1/2019,19:54,Cash,310.7,4.8,15.5,8.4
582,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,93.0,2,9.3,195.3,2/13/2019,15:06,Credit card,186.0,4.8,9.3,8.0
583,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.1,4,3.6,75.9,1/14/2019,18:03,Credit card,72.3,4.8,3.6,9.5
584,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.1,3,9.5,198.6,1/19/2019,15:58,Ewallet,189.2,4.8,9.5,7.0
585,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.7,4,10.3,217.2,3/9/2019,13:53,Credit card,206.8,4.8,10.3,9.8
586,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.3,3,7.9,164.9,3/27/2019,14:03,Cash,157.0,4.8,7.9,9.2
587,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.1,5,10.8,226.1,2/4/2019,16:38,Ewallet,215.3,4.8,10.8,7.7
588,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.6,10,29.8,625.9,3/14/2019,11:07,Cash,596.1,4.8,29.8,5.3
589,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.6,5,3.7,76.8,3/4/2019,12:23,Cash,73.1,4.8,3.7,4.4
590,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.5,6,14.0,293.1,3/3/2019,10:54,Credit card,279.2,4.8,14.0,4.3
591,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.2,7,8.5,178.2,1/27/2019,17:38,Ewallet,169.7,4.8,8.5,9.4
592,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.6,1,2.3,47.9,2/7/2019,14:13,Cash,45.6,4.8,2.3,9.8
593,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.3,236.9,2/5/2019,11:51,Ewallet,225.6,4.8,11.3,4.8
594,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.5,304.9,3/15/2019,13:05,Cash,290.4,4.8,14.5,5.3
595,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.8,3,2.2,46.7,3/1/2019,11:30,Credit card,44.5,4.8,2.2,8.7
596,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.8,164.4,2/15/2019,13:30,Credit card,156.6,4.8,7.8,9.5
597,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.7,9,21.0,440.9,2/17/2019,19:11,Ewallet,419.9,4.8,21.0,5.3
598,258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.9,5,9.2,193.5,1/26/2019,18:53,Cash,184.3,4.8,9.2,9.2
599,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.3,2,7.0,147.7,3/24/2019,14:22,Ewallet,140.6,4.8,7.0,9.6
600,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.1,1,4.2,87.2,1/23/2019,17:16,Ewallet,83.1,4.8,4.2,6.4
601,881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,65.0,1,3.2,68.2,1/26/2019,10:06,Credit card,65.0,4.8,3.2,4.5
602,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.6,10,38.8,814.4,3/14/2019,20:35,Ewallet,775.6,4.8,38.8,6.9
603,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.5,6,16.4,343.4,3/17/2019,13:54,Ewallet,327.1,4.8,16.4,7.8
604,484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.9,7,18.2,381.4,1/8/2019,20:08,Cash,363.2,4.8,18.2,4.5
605,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.8,4,6.4,133.4,2/8/2019,15:26,Cash,127.0,4.8,6.4,8.6
606,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.7,7,18.8,394.3,2/10/2019,12:56,Ewallet,375.6,4.8,18.8,5.2
607,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.8,4,10.0,209.1,3/28/2019,19:16,Credit card,199.2,4.8,10.0,6.4
608,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.6,1,1.5,32.1,1/23/2019,12:20,Ewallet,30.6,4.8,1.5,5.2
609,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.9,2,5.8,121.6,1/17/2019,10:37,Ewallet,115.8,4.8,5.8,8.9
610,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,29.0,1,1.4,30.4,2/7/2019,10:18,Credit card,29.0,4.8,1.4,6.2
611,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,99.0,9,44.5,935.3,3/9/2019,11:23,Cash,890.7,4.8,44.5,6.7
612,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.2,3,14.0,293.6,1/24/2019,11:45,Cash,279.7,4.8,14.0,7.2
613,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.9,1,4.0,85.0,1/19/2019,16:08,Credit card,80.9,4.8,4.0,9.0
614,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.5,10,33.7,708.2,2/3/2019,11:25,Ewallet,674.5,4.8,33.7,4.2
615,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.7,9,17.4,365.9,3/20/2019,12:24,Ewallet,348.5,4.8,17.4,4.2
616,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.8,457.4,1/13/2019,19:51,Cash,435.6,4.8,21.8,6.9
617,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.9,5,22.0,461.5,3/14/2019,18:10,Ewallet,439.6,4.8,22.0,4.4
618,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.5,6,29.6,620.7,1/23/2019,11:22,Credit card,591.2,4.8,29.6,4.0
619,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.5,6,13.0,273.8,2/7/2019,17:55,Ewallet,260.8,4.8,13.0,8.5
620,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.7,3,10.8,225.8,3/28/2019,15:30,Credit card,215.0,4.8,10.8,9.2
621,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.6,1,4.6,96.2,3/20/2019,19:44,Cash,91.6,4.8,4.6,9.8
622,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.6,7,33.1,695.2,1/17/2019,15:27,Credit card,662.1,4.8,33.1,4.9
623,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.3,10,41.6,874.1,1/12/2019,11:25,Credit card,832.5,4.8,41.6,4.4
624,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.4,1,4.6,95.9,2/16/2019,15:42,Cash,91.4,4.8,4.6,6.8
625,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.9,2,7.9,165.6,1/26/2019,16:04,Cash,157.8,4.8,7.9,9.1
626,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.9,2,6.1,127.8,3/9/2019,12:37,Ewallet,121.7,4.8,6.1,8.7
627,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.6,10,41.3,867.1,3/14/2019,14:41,Cash,825.8,4.8,41.3,5.0
628,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,8.0,167.9,1/25/2019,14:19,Ewallet,159.9,4.8,8.0,7.5
629,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.1,1,0.6,12.7,1/26/2019,18:19,Credit card,12.1,4.8,0.6,8.2
630,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.2,10,32.1,674.0,1/19/2019,14:08,Credit card,641.9,4.8,32.1,6.7
631,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.3,3,11.7,246.7,3/5/2019,16:38,Ewallet,234.9,4.8,11.7,5.4
632,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.8,2,8.4,175.9,1/15/2019,10:54,Credit card,167.5,4.8,8.4,7.0
633,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,15.0,314.1,3/18/2019,11:29,Ewallet,299.1,4.8,15.0,4.7
634,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.9,3,12.0,251.7,3/20/2019,19:28,Credit card,239.7,4.8,12.0,5.0
635,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.5,10,33.2,697.9,1/15/2019,15:01,Credit card,664.7,4.8,33.2,5.0
636,610-46-4100,A,Yangon,Normal,Male,Health and beauty,29.0,7,10.1,212.8,3/3/2019,20:31,Credit card,202.7,4.8,10.1,6.0
637,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.3,48.5,3/19/2019,12:16,Cash,46.2,4.8,2.3,6.3
638,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.6,5,4.4,92.6,3/8/2019,15:27,Cash,88.2,4.8,4.4,8.5
639,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.4,3,7.9,165.1,2/27/2019,17:36,Ewallet,157.3,4.8,7.9,7.5
640,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.8,3,14.8,311.2,2/23/2019,20:00,Ewallet,296.4,4.8,14.8,6.4
641,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.6,8,35.4,743.8,3/19/2019,15:29,Ewallet,708.4,4.8,35.4,4.7
642,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.7,2,5.6,116.9,3/27/2019,15:08,Ewallet,111.3,4.8,5.6,6.0
643,131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.5,8,29.0,609.2,3/30/2019,19:26,Credit card,580.2,4.8,29.0,4.0
644,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.1,5,3.0,63.3,2/16/2019,15:53,Ewallet,60.3,4.8,3.0,5.5
645,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.4,9,8.7,183.0,1/18/2019,18:43,Ewallet,174.2,4.8,8.7,8.7
646,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.2,6,21.1,442.3,3/30/2019,14:58,Cash,421.3,4.8,21.1,7.4
647,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.6,1,1.7,35.3,3/20/2019,19:55,Cash,33.6,4.8,1.7,5.6
648,859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.5,2,1.5,32.5,1/16/2019,15:10,Cash,31.0,4.8,1.5,6.3
649,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.7,10,12.4,259.8,2/24/2019,16:44,Cash,247.4,4.8,12.4,7.1
650,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.7,5,18.9,397.2,1/15/2019,18:22,Ewallet,378.3,4.8,18.9,7.8
651,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.8,6,16.7,351.6,1/22/2019,11:52,Cash,334.9,4.8,16.7,9.9
652,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.8,10,36.4,764.2,2/3/2019,17:24,Cash,727.8,4.8,36.4,7.3
653,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.3,9,16.8,352.7,3/6/2019,15:31,Ewallet,335.9,4.8,16.8,5.1
654,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.2,4,12.0,252.8,2/16/2019,18:04,Credit card,240.7,4.8,12.0,9.4
655,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.7,3,2.4,49.4,3/14/2019,14:13,Credit card,47.1,4.8,2.4,5.8
656,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.7,1,5.0,104.7,2/27/2019,10:23,Credit card,99.7,4.8,5.0,8.0
657,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.2,3,13.2,277.7,1/18/2019,10:11,Ewallet,264.5,4.8,13.2,7.9
658,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.9,5,7.0,146.6,1/29/2019,15:48,Cash,139.7,4.8,7.0,5.9
659,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.5,1,2.8,58.2,2/26/2019,17:46,Credit card,55.5,4.8,2.8,4.9
660,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,43.0,3,6.4,135.4,2/3/2019,11:46,Cash,128.9,4.8,6.4,9.3
661,842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.1,7,6.0,126.0,1/16/2019,12:07,Credit card,120.0,4.8,6.0,7.9
662,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.8,6,17.6,370.1,3/24/2019,18:14,Credit card,352.5,4.8,17.6,5.9
663,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.6,914.6,2/12/2019,14:45,Credit card,871.0,4.8,43.6,9.9
664,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.9,207.5,2/21/2019,11:39,Cash,197.6,4.8,9.9,7.7
665,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.6,4,9.7,204.2,2/4/2019,15:44,Ewallet,194.5,4.8,9.7,7.6
666,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.7,3,8.7,181.9,2/20/2019,13:06,Ewallet,173.2,4.8,8.7,7.7
667,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,18.0,4,3.6,75.5,2/23/2019,20:43,Ewallet,71.9,4.8,3.6,6.4
668,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.7,6,14.3,300.6,2/16/2019,14:19,Ewallet,286.3,4.8,14.3,4.4
669,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.6,2,4.1,85.3,1/17/2019,10:01,Credit card,81.2,4.8,4.1,4.1
670,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.0,10,28.0,588.4,1/14/2019,19:30,Ewallet,560.4,4.8,28.0,4.4
671,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.3,196.1,3/30/2019,16:34,Cash,186.8,4.8,9.3,5.5
672,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.4,3,11.0,231.2,3/2/2019,13:10,Ewallet,220.2,4.8,11.0,4.0
673,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.6,8,13.5,282.6,2/15/2019,17:10,Credit card,269.1,4.8,13.5,9.3
674,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.5,10,22.7,477.5,3/1/2019,10:22,Credit card,454.8,4.8,22.7,4.8
675,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.8,2,8.4,175.9,2/24/2019,19:57,Cash,167.5,4.8,8.4,4.6
676,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.1,7,22.4,471.0,2/19/2019,19:29,Credit card,448.6,4.8,22.4,7.3
677,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.5,4,14.7,308.6,2/23/2019,18:30,Cash,293.9,4.8,14.7,6.0
678,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,59.0,10,29.5,619.0,2/7/2019,14:27,Ewallet,589.5,4.8,29.5,8.1
679,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.6,305.6,1/11/2019,13:57,Ewallet,291.0,4.8,14.6,9.4
680,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.5,1,2.0,41.5,2/12/2019,19:43,Cash,39.5,4.8,2.0,6.5
681,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.8,1,1.7,36.6,1/14/2019,10:11,Credit card,34.8,4.8,1.7,7.0
682,370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.3,6,14.8,310.7,1/9/2019,13:46,Ewallet,295.9,4.8,14.8,7.1
683,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.5,2,2.1,45.1,2/27/2019,12:22,Ewallet,43.0,4.8,2.1,6.6
684,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.1,6,6.9,145.4,1/24/2019,19:20,Ewallet,138.5,4.8,6.9,4.9
685,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.9,103.1,1/8/2019,12:58,Credit card,98.2,4.8,4.9,6.4
686,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.8,2,6.5,136.1,1/8/2019,11:59,Credit card,129.7,4.8,6.5,8.0
687,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.6,10,31.8,667.4,1/16/2019,17:59,Cash,635.6,4.8,31.8,4.3
688,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.9,2,7.3,153.0,3/13/2019,12:51,Cash,145.8,4.8,7.3,6.1
689,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.1,211.4,2/15/2019,10:36,Cash,201.3,4.8,10.1,7.5
690,394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.2,9,31.6,663.3,1/25/2019,13:38,Cash,631.7,4.8,31.6,6.7
691,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.0,7,19.3,404.5,3/12/2019,19:39,Ewallet,385.3,4.8,19.3,5.2
692,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.6,10,24.3,510.6,3/4/2019,12:44,Cash,486.3,4.8,24.3,8.8
693,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.4,7,25.7,539.3,2/10/2019,13:56,Cash,513.7,4.8,25.7,9.5
694,372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.7,497.1,1/16/2019,14:42,Cash,473.4,4.8,23.7,7.6
695,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.4,5,21.8,458.7,1/29/2019,19:45,Cash,436.9,4.8,21.8,6.6
696,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.0,4,5.4,113.6,1/1/2019,20:26,Ewallet,108.2,4.8,5.4,6.9
697,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.2,4,12.4,261.2,1/6/2019,19:46,Ewallet,248.8,4.8,12.4,4.3
698,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.6,9,31.3,657.5,2/19/2019,19:38,Credit card,626.2,4.8,31.3,7.8
699,751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.8,1023.8,1/12/2019,16:18,Ewallet,975.0,4.8,48.8,8.0
700,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.4,8,24.2,507.4,2/7/2019,12:23,Ewallet,483.3,4.8,24.2,9.6
701,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.3,3,4.8,101.8,3/27/2019,19:11,Credit card,97.0,4.8,4.8,4.3
702,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.8,10,9.9,207.6,2/27/2019,18:57,Credit card,197.7,4.8,9.9,5.0
703,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.5,9,36.2,760.4,1/6/2019,11:18,Cash,724.2,4.8,36.2,9.2
704,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.4,9,39.8,835.3,3/2/2019,12:40,Cash,795.5,4.8,39.8,6.3
705,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.8,7,25.1,527.5,3/29/2019,14:06,Cash,502.4,4.8,25.1,8.9
706,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,1/31/2019,20:48,Ewallet,172.0,4.8,8.6,7.6
707,162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,69.0,1,3.4,72.4,1/21/2019,20:13,Cash,69.0,4.8,3.4,4.8
708,760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.6,8,6.2,131.2,1/20/2019,20:37,Ewallet,125.0,4.8,6.2,9.1
709,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.9,81.0,1/17/2019,17:59,Ewallet,77.1,4.8,3.9,6.1
710,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.6,6,24.2,507.9,2/28/2019,20:18,Cash,483.7,4.8,24.2,9.1
711,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.5,4,15.1,317.2,3/19/2019,15:52,Ewallet,302.1,4.8,15.1,8.3
712,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.6,9,34.9,733.6,2/19/2019,15:14,Ewallet,698.7,4.8,34.9,7.2
713,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.9,9,6.2,130.9,2/4/2019,12:50,Ewallet,124.7,4.8,6.2,6.0
714,735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.5,829.1,1/31/2019,10:36,Ewallet,789.6,4.8,39.5,8.5
715,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.7,5,8.9,187.3,2/6/2019,18:33,Credit card,178.4,4.8,8.9,6.6
